序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动天数,剧烈运动单日分钟数,每周剧烈MET,适度运动天数,适度运动单日分钟数,每周适度MET,步行天数,步行单日分钟数,每周步行MET,总MET,总天数,"运动强度
1轻2中3强",工作日久坐分钟数,IPAQ_8,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
592,24.0,2020,工,1,2,3,3,1,0.92,1.1,0.91,0.89,0.9,0.9,1.03,1,40,320.0,3,30,360.0,3,60,594.0,1274.0,7,2,480.0,篮球,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,22.0,研一,管理,1,2,3,3,1,0.92,1.0,1.09,0.89,1.3,1.0,1.21,0,0,0.0,7,30,840.0,7,30,693.0,1533.0,14,2,480.0,羽毛球,4,1,2,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,23.0,研二,工,2,2,3,3,2,2.25,1.7,2.0,1.67,1.8,1.8,2.15,0,0,0.0,4,30,480.0,7,40,924.0,1404.0,11,2,300.0,羽毛球,4,2,3,1,1,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,1,1,1,2,2,2,2,2
596,23.0,2020,工,1,1,3,2,2,2.0,1.8,1.82,1.89,2.0,2.0,2.15,2,40,640.0,0,0,0.0,7,30,693.0,1333.0,9,2,200.0,羽毛球,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2
597,22.0,研究生一年级,管理,2,2,2,2,2,1.83,1.8,1.82,1.78,1.8,1.8,2.0,0,0,0.0,3,20,240.0,7,100,2310.0,2550.0,10,2,300.0,无,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
598,23.0,研一,工,2,1,4,3,2,2.0,1.9,1.82,1.78,1.8,1.8,2.15,0,0,0.0,1,40,160.0,3,40,396.0,556.0,4,1,300.0,跑步,4,2,4,1,2,4,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
599,17.0,大一,工,2,1,3,2,2,3.25,2.2,2.36,1.67,1.9,2.8,2.66,3,25,600.0,0,0,0.0,5,30,495.0,1095.0,8,2,720.0,慢跑,4,3,5,1,2,4,3,1,1,1,1,1,4,3,4,4,4,4,2,5,2,1,3,2,3,2,3,4,4,5,4,1,2,2,5,4,1,1,1,1,4,2,1,5,4,1,2,3,2,5,1,1,1,2,1,1,2,4,1,5,5,4
600,23.0,2020,工,1,1,4,3,1,2.42,2.1,1.91,2.22,2.5,2.4,2.52,2,90,1440.0,5,20,400.0,7,10,231.0,2071.0,14,2,500.0,篮球,3,2,3,2,2,3,3,2,3,3,1,2,2,2,3,3,2,2,3,3,3,3,2,2,2,3,1,2,2,3,2,3,2,5,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3
601,22.0,21,管理,1,1,3,2,1,1.25,1.2,1.55,1.33,1.9,1.5,1.66,2,90,1440.0,0,0,0.0,7,90,2079.0,3519.0,9,3,420.0,篮球 羽毛球 网球 乒乓球,3,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,3,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2
602,19.0,21级,工,1,1,4,3,1,1.42,1.9,1.18,1.78,1.4,1.4,1.69,2,90,1440.0,0,0,0.0,3,60,594.0,2034.0,5,2,720.0,跑步,2,2,3,2,1,2,2,1,2,1,1,1,3,1,2,1,2,3,2,1,1,3,1,1,2,3,3,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,3,3,2,2,1,2,1,3,1,1,2,1,1,1,1,1
603,22.0,研二,工,2,2,2,2,2,2.42,1.4,1.91,1.78,1.8,2.4,2.23,4,60,1920.0,7,30,840.0,4,20,264.0,3024.0,15,3,480.0,瑜伽,5,3,2,1,1,3,3,3,2,2,1,1,2,3,2,4,3,2,4,2,3,2,2,1,2,2,1,2,2,1,2,1,1,5,4,1,1,1,2,1,4,1,1,4,2,3,4,1,3,4,1,1,1,1,1,1,1,4,2,5,5,2
604,22.0,20级,工,2,2,2,3,1,2.33,2.4,2.18,2.44,2.6,2.4,2.71,0,0,0.0,0,0,0.0,3,15,149.0,149.0,3,1,540.0,走路,4,2,3,2,3,2,3,4,4,2,1,3,3,2,3,3,4,4,3,2,3,3,2,3,3,4,3,2,2,4,3,2,1,4,2,3,2,1,4,3,3,2,4,2,2,3,3,3,4,2,2,4,2,3,2,2,3,1,4,2,2,2
605,18.0,大一,管理,2,1,3,3,2,1.58,2.4,1.73,1.78,2.3,1.7,2.16,0,0,0.0,0,0,0.0,7,75,1733.0,1733.0,7,2,480.0,走路，跑步,2,2,1,3,3,1,2,4,4,4,1,1,1,1,3,3,2,3,2,2,2,1,1,2,1,1,5,1,4,2,3,1,3,3,3,3,1,2,2,2,2,3,2,2,2,3,2,1,1,1,2,3,2,2,2,5,2,2,1,2,2,2
606,18.0,大一,工,1,2,3,3,1,1.92,2.2,1.82,1.78,2.3,1.9,2.19,3,40,960.0,3,15,180.0,7,30,693.0,1833.0,13,3,300.0,跑步,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,2,2,2,2,2,2
607,23.0,研二,工,2,2,3,2,2,2.75,2.3,2.27,2.0,2.6,2.5,2.68,0,0,0.0,0,0,0.0,5,20,330.0,330.0,5,1,480.0,走路 爬楼,4,3,3,2,2,3,3,3,2,2,1,2,2,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,4,3,4,2,3,2,3,2,3,2,4,2,4,2,3,4,1,2,2,3,3,3,3,2,2,3,2,3,3,3,3,4,4,4
608,22.0,2021,管理,1,1,3,3,2,0.92,0.9,0.91,0.89,0.9,0.9,1.0,1,30,240.0,0,0,0.0,0,0,0.0,240.0,1,1,480.0,跑步,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,19.0,20,工,1,1,3,3,2,2.0,1.8,1.91,1.89,2.2,1.9,2.21,0,0,0.0,0,0,0.0,7,30,693.0,693.0,7,2,600.0,散步,5,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2
611,21.0,21,管理,2,2,3,3,2,2.08,2.5,1.73,2.11,2.5,2.2,2.45,2,15,240.0,5,30,600.0,7,30,693.0,1533.0,14,2,240.0,健身,3,2,3,3,2,2,2,3,3,2,1,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,2,2,3,2,3,2,3,2,1,2,2,3,3,2,2,2,2,3,2,4,3,1,2,2,2,2
612,18.0,21,工,1,2,3,3,2,1.75,2.2,2.18,2.0,1.9,1.7,2.26,5,30,1200.0,5,30,600.0,7,30,693.0,2493.0,17,3,480.0,篮球,3,2,2,2,3,2,2,4,3,4,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,4,3,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,3,2,1,2,1,3,2,3,2
613,18.0,2021,工,1,2,3,2,2,2.58,1.9,1.82,1.44,1.1,1.7,2.05,0,0,0.0,7,30,840.0,5,60,990.0,1830.0,12,2,480.0,跑步,4,4,4,2,1,5,3,1,2,4,2,2,1,2,4,2,2,2,2,4,3,2,2,3,2,3,1,1,1,2,2,1,1,1,3,3,2,1,1,1,1,1,1,3,2,4,2,3,1,3,1,1,1,1,1,1,1,3,2,2,2,1
614,18.0,2020,工,2,1,3,1,1,1.83,2.0,2.09,1.89,2.5,1.9,2.27,0,0,0.0,1,30,120.0,7,120,2772.0,2892.0,8,2,420.0,跑步 瑜伽,2,2,1,1,2,2,2,2,3,4,1,2,3,2,2,3,2,4,3,1,2,3,2,2,2,2,4,4,2,1,2,1,4,3,3,2,4,1,3,2,1,2,1,3,1,4,2,2,2,2,2,2,3,1,1,4,2,2,2,2,3,4
615,18.0,本科一年级,文,2,1,3,3,2,1.83,1.8,1.82,1.78,1.8,1.8,2.0,3,30,720.0,2,30,240.0,7,30,693.0,1653.0,12,3,420.0,跑步,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
616,18.0,2021级,文,2,2,3,2,2,1.75,1.6,1.55,1.89,2.3,1.4,1.9,2,20,320.0,5,30,600.0,0,0,0.0,920.0,7,2,480.0,跑步,2,2,2,1,2,1,3,2,2,1,1,1,1,1,2,1,2,1,2,1,3,1,1,2,1,3,3,1,3,1,3,1,2,3,2,2,1,2,3,2,2,2,3,3,2,2,3,1,1,2,2,4,1,2,2,2,2,2,2,2,2,3
617,19.0,2020,工,2,2,3,3,1,1.58,2.1,1.91,2.33,1.9,2.0,2.15,0,0,0.0,7,30,840.0,6,40,792.0,1632.0,13,2,480.0,跑步,3,1,2,1,2,1,1,2,3,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,2,3,2,2,3,1,2,3,2,3,3,2,2,1,2,2,2,2,2,3,2,4,5,3,3,4,2,2,2,3,3,2,3,4,2,2,3,1
618,22.0,2021,管理,2,2,3,3,2,1.83,2.1,1.55,1.67,1.8,1.6,1.97,1,40,320.0,5,20,400.0,7,120,2772.0,3492.0,13,3,480.0,跳舞,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,4
620,18.0,大二,工,1,2,2,3,2,2.08,2.3,2.09,2.0,2.3,2.1,2.37,0,0,0.0,5,30,600.0,7,30,693.0,1293.0,12,2,480.0,骑车,4,2,2,2,2,3,2,2,2,2,2,2,2,3,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,5,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2
621,19.0,大二,文,2,2,3,3,2,2.25,2.0,1.82,1.78,1.8,1.8,2.16,0,0,0.0,0,0,0.0,7,60,1386.0,1386.0,7,2,480.0,跑步,3,3,3,3,3,3,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
622,19.0,2020,法,2,2,2,2,2,2.25,2.2,2.09,1.89,2.4,1.8,2.35,1,30,240.0,1,30,120.0,5,30,495.0,855.0,7,2,60.0,跑步,4,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,4,2,3,3,3,3,3,3,4,3,3,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
623,19.0,大二,法,2,2,2,2,2,2.58,2.3,1.82,2.22,2.5,1.8,2.52,0,0,0.0,0,0,0.0,7,20,462.0,462.0,7,1,480.0,羽毛球，跳绳,4,2,3,1,2,3,4,3,3,4,1,2,2,4,3,4,2,3,2,2,4,1,1,3,3,3,3,4,5,4,2,1,3,4,3,2,2,1,2,2,4,3,2,4,1,1,3,4,1,1,4,2,3,3,2,1,2,1,2,2,1,2
624,19.0,2020级,工,1,2,3,3,1,2.0,2.8,2.18,2.78,2.2,2.3,2.61,3,40,960.0,0,0,0.0,7,60,1386.0,2346.0,10,3,480.0,长跑,4,1,2,3,2,3,2,2,3,4,2,3,1,1,4,3,3,2,4,4,4,2,1,3,3,4,3,3,3,3,2,3,2,3,4,3,2,3,2,2,2,2,1,2,1,3,4,4,1,3,2,2,3,2,3,2,3,3,3,3,3,2
625,19.0,2020,理,2,1,4,3,2,2.42,1.8,2.09,2.11,2.3,2.3,2.42,0,0,0.0,2,30,240.0,7,30,693.0,933.0,9,2,360.0,乒乓球,4,1,3,2,1,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2,4,2,3,2,3,3,3,2,2,2,3,2,3,4,1,3,4,3,4,4,2,3,2,3,2,4,3,1,3,2,2,3
626,22.0,研一,管理,2,2,3,2,3,2.17,2.6,2.0,2.67,2.5,2.0,2.65,0,0,0.0,2,10,80.0,7,20,462.0,542.0,9,2,480.0,快走,5,3,3,2,3,2,2,3,3,4,2,2,3,2,3,2,3,3,4,2,4,3,2,4,3,4,3,3,3,2,3,2,2,4,2,2,2,1,3,3,2,3,3,2,2,4,4,3,3,2,3,3,1,2,2,1,3,2,2,2,2,2
628,19.0,大二,工,2,2,3,3,2,2.0,2.2,1.45,2.0,1.5,1.7,2.03,3,45,1080.0,5,60,1200.0,7,60,1386.0,3666.0,15,3,300.0,长跑,4,2,3,1,1,4,2,2,2,1,1,1,2,1,4,2,2,3,2,1,1,3,1,1,2,3,4,2,2,2,4,1,2,2,3,2,1,2,1,2,2,1,1,4,1,4,3,3,2,3,2,1,1,2,1,2,2,1,1,2,2,3
629,18.0,大二,工,1,2,3,3,2,1.08,1.1,0.91,0.89,0.9,0.9,1.15,0,0,0.0,0,0,0.0,6,60,1188.0,1188.0,6,2,480.0,电子竞技,2,2,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,19.0,2020,理,1,2,3,3,2,1.92,2.2,2.09,2.0,2.5,1.1,2.24,3,39,936.0,2,40,320.0,7,60,1386.0,2642.0,12,3,360.0,篮球跑步,5,2,1,1,3,2,2,4,4,1,1,1,2,1,4,4,1,4,4,1,2,2,1,3,3,2,3,1,3,4,2,1,3,4,1,1,2,1,3,1,1,2,3,2,3,1,3,3,1,2,1,2,2,4,2,2,1,1,5,1,1,5
631,18.0,大一,工,1,2,2,3,2,1.33,1.4,1.27,1.0,1.8,0.9,1.45,0,0,0.0,4,20,320.0,3,20,198.0,518.0,7,2,600.0,打球，打游戏,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,3,1,3,2,2,2,1,1,1,3,1,3,1,1,1,1,1,1,1,3
633,18.0,2020,工,1,1,3,3,1,1.83,1.8,1.73,1.56,1.8,1.5,1.9,3,90,2160.0,7,30,840.0,7,30,693.0,3693.0,17,3,480.0,篮球,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,3
634,24.0,研二,工,2,1,3,3,2,2.58,2.2,2.0,2.44,2.5,2.2,2.56,0,0,0.0,3,30,360.0,7,30,693.0,1053.0,10,2,420.0,羽毛球，跑步,4,3,2,2,2,4,3,2,2,2,2,3,3,3,2,3,3,1,3,2,3,3,2,3,2,3,3,2,4,2,3,2,1,3,3,2,1,2,3,2,3,3,3,3,2,2,4,3,3,2,3,3,2,3,3,2,3,2,2,2,3,3
636,23.0,2020级,工,2,2,2,2,2,2.33,2.2,1.64,2.0,1.8,2.6,2.32,0,0,0.0,7,30,840.0,7,30,693.0,1533.0,14,2,480.0,打羽毛球,3,2,3,2,3,3,2,2,2,2,1,1,2,1,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2,1,3,4,3,2,2,1,2,4,2,2,3,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,4,3,2
637,20.0,大二,工,1,2,3,3,2,1.83,1.8,1.82,1.78,1.8,1.8,2.03,0,0,0.0,7,30,840.0,7,30,693.0,1533.0,14,2,480.0,篮球,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
638,20.0,2020,工,1,2,3,3,2,2.58,2.7,2.64,2.44,2.6,2.2,2.87,0,0,0.0,0,0,0.0,5,30,495.0,495.0,5,2,480.0,无,5,3,3,2,2,2,2,3,2,4,2,2,4,1,4,4,3,1,3,2,4,2,4,4,3,5,2,3,3,4,3,3,4,5,4,2,3,3,3,4,2,2,2,3,3,3,4,5,1,2,2,2,4,2,2,2,2,2,3,2,3,3
639,18.0,大二,文,2,1,4,3,3,2.33,2.1,2.64,2.56,2.3,2.4,2.61,1,100,800.0,7,15,420.0,5,30,495.0,1715.0,13,2,500.0,打太极,4,2,2,1,3,2,1,1,2,2,3,3,3,3,3,5,2,3,2,1,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,1,2,1,1,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3
640,20.0,2020,工,1,2,2,3,1,1.67,1.7,1.55,1.44,1.7,1.7,1.81,4,30,960.0,4,60,960.0,7,30,693.0,2613.0,15,3,240.0,慢跑,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2
641,18.0,大一,理,1,1,3,3,1,0.92,1.5,0.91,0.89,0.9,0.9,1.1,5,80,3200.0,7,20,560.0,7,80,1848.0,5608.0,19,3,360.0,自行车,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,19.0,大二,文,2,2,3,3,2,2.58,2.7,2.45,2.44,2.5,2.5,2.85,0,0,0.0,5,30,600.0,0,0,0.0,600.0,5,2,480.0,跑步,4,3,3,3,2,3,3,3,3,3,3,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2
643,23.0,2021级,管理,2,1,3,2,2,2.0,2.1,1.27,2.11,2.6,1.6,2.21,3,180,3606.007256568295,0,0,0.0,7,30,693.0,4299.007256568295,10,3,848.9282103875844,羽毛球,4,3,3,1,4,3,3,3,4,1,1,1,2,1,2,1,3,4,3,3,4,2,1,2,1,3,3,3,3,3,3,1,1,4,2,1,1,1,3,3,1,3,3,2,1,3,3,3,1,1,1,1,1,3,1,1,3,1,1,2,2,4
644,19.0,2020,管理,1,2,2,2,1,1.83,1.7,1.73,1.56,2.1,1.9,2.08,0,0,0.0,7,30,840.0,7,40,924.0,1764.0,14,2,480.0,篮球,2,2,4,2,2,2,2,2,2,3,2,2,4,2,1,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,1,2,1,2,2,1,2,3,3,2
646,23.0,2020,工,2,2,3,2,2,1.67,1.8,1.82,1.78,1.8,1.8,1.95,0,0,0.0,2,20,160.0,5,25,413.0,573.0,7,2,480.0,散步,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
647,19.0,2020级,工,1,2,4,2,2,2.33,3.0,2.82,2.67,3.3,2.6,3.1,0,0,0.0,0,0,0.0,7,40,924.0,924.0,7,2,720.0,跑步,4,3,3,3,3,2,2,4,3,3,2,3,3,2,3,3,2,3,4,1,4,3,2,3,3,3,4,3,4,2,4,3,3,4,3,3,3,3,4,3,4,4,3,3,4,4,4,3,1,3,2,3,3,4,2,4,3,4,3,4,4,3
648,21.0,研一,管理,2,1,3,3,2,2.17,2.5,2.73,2.0,2.6,3.1,2.74,0,0,0.0,0,0,0.0,5,60,990.0,990.0,5,2,480.0,walk,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,4,2,3,3,3,2,3,3,3,2,4,3,4,3,3,2,3,4,3,3,5,3,2,3,3,3,2,2,2,3,4,4,4,4
649,17.0,大一,管理,2,2,3,3,2,2.5,2.2,2.27,2.56,2.2,1.8,2.48,3,20,480.0,7,30,840.0,7,30,693.0,2013.0,17,3,480.0,跑步,4,2,2,2,2,4,3,2,2,2,2,2,2,2,3,2,3,4,4,2,2,3,2,3,2,4,2,3,4,2,3,3,4,1,3,2,1,2,3,3,2,3,3,3,2,1,3,3,1,3,2,3,1,3,2,2,2,3,3,2,2,2
650,22.0,2021级,管理,2,2,3,2,1,1.42,1.4,1.18,1.33,1.5,1.4,1.55,3,60,1440.0,1,30,120.0,7,20,462.0,2022.0,11,3,120.0,跑步,3,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,3,2,2,1,1,1,1,2,3,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1
651,19.0,大二,工,2,1,3,3,2,2.42,2.6,2.64,2.56,2.8,2.4,2.85,0,0,0.0,7,30,840.0,7,30,693.0,1533.0,14,2,420.0,走路,3,3,3,2,3,2,2,3,4,3,2,2,2,2,4,3,4,3,3,2,4,4,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,4,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3
652,20.0,2020,文,2,2,3,3,3,2.67,2.4,2.18,2.33,2.5,2.3,2.66,2,40,640.0,5,30,600.0,0,0,0.0,1240.0,7,2,600.0,跑步,3,2,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,4,3,2,2,3,3,2,2,3,4,2,3,3,3,2,4,2,3,2,3,2,3,3,2,2,3,3,2
654,18.0,大二,工,2,2,3,2,3,2.08,1.9,1.82,1.78,1.8,1.8,2.11,0,0,0.0,0,0,0.0,7,30,693.0,693.0,7,2,480.0,无,4,4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
655,18.0,2021,工,2,2,2,2,2,2.5,1.9,2.0,2.22,1.9,2.0,2.37,2,50,800.0,7,20,560.0,7,50,1155.0,2515.0,16,2,480.0,有氧运动,3,2,2,1,2,3,3,3,3,3,1,2,3,3,4,3,2,2,3,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,3,2,2,2,2,2,3,2,3,4,2,4,3,2,3,4,3,3,1,3,3,2,3,3,3,2,3,3
656,23.0,研一,管理,2,2,3,3,2,2.75,2.4,2.09,2.0,3.0,1.8,2.61,0,0,0.0,0,0,0.0,4,30,396.0,396.0,4,1,120.0,散步,2,2,2,2,1,3,4,4,4,2,2,2,2,4,1,2,3,2,2,2,4,2,2,2,2,2,4,3,4,2,4,2,2,4,4,2,2,2,4,2,2,2,2,4,4,4,3,4,1,4,2,3,2,2,2,4,3,1,1,2,3,4
658,23.0,研二,工,2,2,3,3,2,2.58,2.3,2.09,2.0,2.8,2.5,2.65,0,0,0.0,3,30,360.0,7,30,693.0,1053.0,10,2,480.0,跑步,4,3,3,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,4,2,2,3,2,2,2,2,2,4,3,3,2,5,3,3,2,1,3,3,3,2,4,3,2,4,3,2,3,3,2,4,3,4,2,2,2,2,2,3,3,2
661,22.0,2021,管理,2,1,3,2,2,2.17,1.9,2.09,2.0,1.9,2.5,2.39,3,20,480.0,4,20,320.0,7,80,1848.0,2648.0,14,3,480.0,走路，瑜伽,3,2,4,1,1,2,2,3,3,2,1,1,3,2,3,3,3,1,2,2,3,2,2,2,3,3,2,1,3,3,3,2,2,3,3,3,3,2,2,3,3,2,1,3,2,2,3,2,3,4,2,2,2,2,2,2,3,2,3,3,4,2
662,23.0,研一,管理,2,1,4,3,2,2.75,2.5,2.64,2.67,2.6,2.2,2.9,0,0,0.0,0,0,0.0,7,30,693.0,693.0,7,2,480.0,羽毛球,5,3,4,2,3,3,3,4,4,2,2,2,2,2,3,4,3,2,4,2,5,3,2,3,3,4,2,3,3,4,4,2,2,5,4,2,2,3,2,3,3,2,3,3,4,3,4,4,2,3,3,1,2,3,1,2,3,3,3,3,2,3
664,23.0,2020,工,2,2,3,3,2,1.75,1.2,1.73,2.11,1.6,2.0,1.97,2,30,480.0,3,20,240.0,7,30,693.0,1413.0,12,2,480.0,有氧 keep,3,3,3,1,3,2,2,3,3,1,2,3,2,1,1,2,1,2,3,2,2,1,3,2,1,2,1,1,1,1,2,2,1,2,1,1,3,2,3,3,2,1,1,3,2,1,3,1,2,2,4,1,3,3,2,2,1,1,2,3,3,1
668,22.0,2021级,管理,2,2,2,3,3,2.25,2.1,1.91,2.11,1.9,2.0,2.31,0,0,0.0,7,15,420.0,7,60,1386.0,1806.0,14,2,480.0,走路,3,3,3,3,3,3,3,3,1,3,3,1,3,1,3,1,3,3,1,3,1,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,2,1,2,3,3,2,1,1,3,1,3,3,3,2,3,2,2,2,2,2,2,2,1,3
669,22.0,2021级,管理,2,1,3,3,2,2.33,1.7,1.45,1.22,2.0,1.6,1.95,0,0,0.0,0,0,0.0,7,30,693.0,693.0,7,2,420.0,运动,3,3,2,2,1,3,3,2,2,2,1,3,2,2,2,1,2,1,1,1,3,2,2,3,2,2,2,3,3,3,3,2,2,3,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,3,1,3,1,2,1,1,2,1,1,2,2,1
