序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平
815,19,2020,外交学,1,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,篮球,7.0,120.0,0.0,0.0,7.0,30.0,120.0,2.17,2.0,2.0,2.0,2.0,2.0,2.03,840.0,0.0,210.0,6720.0,0.0,693.0,7413.0,3
819,19,大二,西班牙语,1,2,3,3,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球,7.0,100.0,7.0,30.0,7.0,30.0,120.0,1.83,1.6,1.73,2.11,2.0,2.4,1.94,700.0,210.0,210.0,5600.0,840.0,693.0,7133.0,3
822,19,2021,俄语,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,篮球,3.0,60.0,6.0,60.0,7.0,120.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,180.0,360.0,840.0,1440.0,1440.0,2772.0,5652.0,3
828,20,大二,俄语,1,1,4,4,1,5,3,2,3,3,2,2,2,3,5,1,1,2,2,3,4,4,2,2,1,5,3,1,4,4,4,4,4,3,4,4,4,2,5,5,2,3,2,3,3,2,4,3,2,2,2,3,2,4,4,3,3,2,4,2,4,3,3,4,3,3,3,2,-2,2,-2,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,3.08,3.0,3.0,2.67,3.7,2.5,3.0,0.0,0.0,,0.0,0.0,,,1
829,20,大一,教育学,1,2,3,3,1,3,2,2,2,2,2,2,1,3,3,1,1,2,2,2,1,3,2,3,2,3,2,2,2,2,3,2,2,1,2,2,1,1,4,3,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,2.33,1.8,1.82,2.33,2.3,2.0,2.1,0.0,0.0,,0.0,0.0,,,1
831,19,2020,英语专业,1,2,3,3,1,2,3,2,1,2,3,2,3,3,1,2,1,1,2,2,3,3,1,4,2,2,3,1,2,3,3,3,3,2,1,2,3,3,2,3,1,1,1,1,2,2,2,1,3,3,3,4,2,3,3,1,1,1,2,1,4,2,3,3,3,4,2,1,1,1,1,1,1,1,篮球 跑步,3.0,120.0,5.0,10.0,7.0,60.0,1000.0,2.17,2.3,2.27,2.22,2.2,2.2,2.23,360.0,50.0,420.0,2880.0,200.0,1386.0,4466.0,3
835,19,2021,法语,1,1,3,3,1,4,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,打篮球,4.0,60.0,1.0,60.0,7.0,120.0,240.0,2.0,1.9,1.73,1.78,1.7,2.0,1.85,240.0,60.0,840.0,1920.0,240.0,2772.0,4932.0,3
837,18,大一,中文系,1,2,3,3,1,4,2,2,1,1,3,2,2,2,1,2,3,2,3,2,2,2,2,3,4,2,3,2,2,2,4,2,2,3,4,2,2,2,3,3,2,2,2,2,3,2,2,2,3,1,2,3,2,2,3,2,1,2,3,2,2,2,4,2,2,3,2,1,1,1,1,1,1,2,篮球或跑步,3.0,40.0,7.0,40.0,7.0,35.0,,2.75,1.9,2.09,2.44,2.1,2.5,2.31,120.0,280.0,245.0,960.0,1120.0,808.5,2888.5,3
839,19,2020,日语,1,2,3,3,1,5,3,3,1,2,2,2,2,3,1,4,4,3,3,3,5,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,2,4,4,4,4,4,3,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,1.0,7.0,60.0,360.0,3.08,2.8,3.36,3.44,3.0,3.4,3.18,90.0,7.0,420.0,720.0,28.0,1386.0,2134.0,3
840,19,大一,新传,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,3,1,1,5,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,篮球跑步,2.0,30.0,4.0,30.0,7.0,20.0,,1.5,1.2,1.27,1.11,2.2,1.4,1.45,60.0,120.0,140.0,480.0,480.0,462.0,1422.0,2
845,18,大一,教育学,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,走路,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,1
848,19,2020,日语,1,2,2,3,1,4,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,2.0,90.0,7.0,20.0,0.0,,300.0,2.25,2.1,2.0,2.0,2.2,2.0,2.1,180.0,140.0,,1440.0,560.0,,,1
853,19,2020,法语,1,2,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,足球篮球滑板跑步,2.0,60.0,7.0,30.0,7.0,90.0,180.0,2.0,2.2,1.91,2.0,2.3,1.7,2.02,120.0,210.0,630.0,960.0,840.0,2079.0,3879.0,3
854,19,2021,中文,1,2,3,3,2,4,2,2,2,2,3,2,3,3,4,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,4,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,4,2,3,2,3,2,4,2,3,3,3,4,3,3,3,1,1,1,1,1,1,1,跑步,3.0,10.0,7.0,30.0,4.0,30.0,200.0,2.58,2.7,2.64,2.67,2.7,2.3,2.6,30.0,210.0,120.0,240.0,840.0,396.0,1476.0,2
855,22,2021,管理科学与工程,2,2,1,3,3,4,3,3,1,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,1,无,0.0,0.0,0.0,0.0,3.0,15.0,360.0,2.92,2.3,2.0,2.22,2.1,2.4,2.34,0.0,0.0,45.0,0.0,0.0,148.5,148.5,1
858,19,2021级,商务英语,1,2,2,3,1,4,2,1,1,2,2,3,2,3,2,2,2,2,3,4,2,3,2,4,2,5,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,4,1,2,4,2,4,3,4,3,2,2,1,2,2,1,1,1,1,1,1,2,篮球,3.0,120.0,7.0,60.0,7.0,30.0,,2.25,2.3,2.18,2.67,2.9,2.1,2.39,360.0,420.0,210.0,2880.0,1680.0,693.0,5253.0,3
859,18,大一,英语,1,2,3,2,1,4,1,3,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,足球,7.0,120.0,1.0,2.0,6.0,46.0,,1.83,1.8,1.91,1.44,1.7,1.3,1.68,840.0,2.0,276.0,6720.0,8.0,910.8,7638.8,3
860,22,研一,工程财务与造价管理,1,1,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,40.0,360.0,2.92,2.8,3.0,3.0,2.9,3.0,2.94,0.0,0.0,280.0,0.0,0.0,924.0,924.0,2
861,18,21级,大数据管理与应用,1,1,3,3,1,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,篮球 跑步,3.0,40.0,5.0,40.0,4.0,60.0,60.0,2.67,2.6,3.0,2.89,2.9,2.9,2.82,120.0,200.0,240.0,960.0,800.0,792.0,2552.0,3
862,18,2021级,商务英语,1,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,跑步,0.0,0.0,0.0,0.0,0.0,,,3.08,3.2,3.0,3.0,3.0,3.0,3.05,0.0,0.0,,0.0,0.0,,,1
864,19,2020,德语,1,2,3,3,1,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,5,2,2,2,2,4,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-2,2,-2,2,-2,2,跑步,0.0,0.0,0.0,0.0,0.0,,,2.58,1.8,2.09,2.0,2.5,1.9,2.16,0.0,0.0,,0.0,0.0,,,1
865,18,2021级,商务英语专业,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球,5.0,30.0,7.0,90.0,4.0,30.0,120.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,150.0,630.0,120.0,1200.0,2520.0,396.0,4116.0,3
866,19,2021级,德语,1,2,2,2,1,3,2,1,2,2,1,1,1,2,3,3,3,2,2,1,2,1,4,1,1,3,1,1,1,1,2,2,3,3,1,2,2,1,4,3,2,1,1,3,2,1,3,3,2,1,1,2,3,2,2,3,2,1,3,3,1,2,3,1,1,1,3,1,1,1,1,1,1,1,健身,4.0,120.0,7.0,90.0,7.0,30.0,420.0,1.83,1.8,1.91,2.22,2.6,1.4,1.95,480.0,630.0,210.0,3840.0,2520.0,693.0,7053.0,3
872,20,2021级,学前教育,1,1,4,3,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,3.0,60.0,2.0,60.0,2.0,60.0,60.0,1.25,1.2,1.0,1.0,1.0,1.0,1.08,180.0,120.0,120.0,1440.0,480.0,396.0,2316.0,3
883,18,2021级,广播电视编导,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,20.0,7.0,30.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,140.0,210.0,720.0,560.0,693.0,1973.0,3
884,20,2019,网络空间安全,1,1,3,3,2,4,2,3,2,3,4,3,3,2,2,3,2,2,3,3,4,2,2,3,2,2,3,2,3,3,4,2,2,4,3,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,-2,1,1,1,1,2,跑步,0.0,0.0,7.0,20.0,7.0,60.0,,3.08,2.8,2.73,2.78,2.8,2.6,2.81,0.0,140.0,420.0,0.0,560.0,1386.0,1946.0,2
885,19,2020,通信工程,1,1,3,3,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,25.0,7.0,60.0,60.0,3.0,2.8,3.0,3.0,3.0,3.0,2.97,90.0,175.0,420.0,720.0,700.0,1386.0,2806.0,3
887,19,2020,软件工程,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,4,2,3,4,5,4,2,2,1,2,4,2,2,2,2,2,4,5,5,5,4,4,4,2,4,2,-2,2,-2,2,-2,2,篮球,0.0,0.0,0.0,0.0,0.0,,,2.58,2.4,2.82,3.0,3.1,2.5,2.73,0.0,0.0,,0.0,0.0,,,1
890,18,大一,机械类,1,2,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,1.0,60.0,2.0,10.0,7.0,20.0,20.0,1.92,1.9,1.73,1.89,2.0,1.9,1.89,60.0,20.0,140.0,480.0,80.0,462.0,1022.0,2
897,21,2019,通信工程,1,2,2,3,1,4,1,2,1,1,2,2,1,1,1,1,1,2,2,2,3,4,1,1,1,2,2,2,1,1,2,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,2,3,1,1,1,2,3,2,2,3,1,1,1,1,2,-2,2,网球,2.0,60.0,5.0,20.0,0.0,,,2.17,2.0,2.27,1.78,2.4,2.3,2.16,120.0,100.0,,960.0,400.0,,,1
900,20,2019,微电子科学与工程,2,1,3,2,2,3,2,2,1,1,2,2,2,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,3,1,1,1,1,1,1,1,有氧操,2.0,20.0,1.0,20.0,7.0,20.0,260.0,2.17,1.8,2.55,2.11,2.4,2.3,2.23,40.0,20.0,140.0,320.0,80.0,462.0,862.0,2
905,18,21,生物医学工程,2,1,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,5,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,跑步,0.0,0.0,0.0,0.0,0.0,,,2.67,2.8,2.91,3.11,3.0,2.8,2.87,0.0,0.0,,0.0,0.0,,,1
906,20,2019,动画,1,1,3,3,2,5,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,4,2,5,3,3,3,2,3,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,3.0,40.0,300.0,2.5,1.8,1.91,2.22,2.7,2.1,2.21,0.0,0.0,120.0,0.0,0.0,396.0,396.0,1
907,19,2020,邮政工程,1,1,3,4,2,4,2,2,1,1,1,1,2,4,2,1,1,1,1,4,4,2,2,2,4,4,4,1,4,4,4,4,2,4,4,4,1,2,5,2,4,4,4,4,4,2,2,4,2,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,-2,1,1,1,1,1,散步,0.0,0.0,5.0,30.0,7.0,60.0,720.0,2.33,2.9,2.55,2.89,3.1,2.9,2.76,0.0,150.0,420.0,0.0,600.0,1386.0,1986.0,2
909,20,2019,通信工程,1,1,4,3,2,4,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,5.0,30.0,7.0,40.0,200.0,2.17,2.3,2.18,2.0,2.0,2.0,2.11,0.0,150.0,280.0,0.0,600.0,924.0,1524.0,2
918,18,大二,计算机科学与技术,1,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,1,3,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,增肌,5.0,25.0,5.0,30.0,7.0,40.0,60.0,2.25,2.4,2.09,2.11,2.5,2.1,2.24,125.0,150.0,280.0,1000.0,600.0,924.0,2524.0,3
924,19,2021,自动化,1,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,3,3,2,3,2,2,2,2,4,2,2,2,2,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,1,1,1,1,2,-2,1,跑步,2.0,30.0,7.0,20.0,0.0,,720.0,2.25,2.2,2.09,2.22,2.8,2.3,2.31,60.0,140.0,,480.0,560.0,,,1
925,20,2019级,软件工程,1,1,3,3,1,4,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,足球 跑步 篮球,2.0,80.0,2.0,20.0,7.0,30.0,180.0,2.83,2.8,3.0,3.0,3.0,2.8,2.9,160.0,40.0,210.0,1280.0,160.0,693.0,2133.0,2
928,19,2019,工程管理,1,2,3,3,1,3,1,2,1,2,1,2,3,2,1,1,3,2,2,2,3,3,1,3,1,3,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,3,3,3,3,3,3,1,1,3,3,3,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,60.0,200.0,2.17,2.1,2.55,2.44,2.7,2.7,2.44,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2
929,22,2019,动画,1,2,3,3,2,4,3,2,2,4,1,3,4,2,2,2,1,2,2,2,3,4,1,4,1,3,4,4,1,2,3,3,2,3,4,4,1,2,4,3,2,1,1,3,1,2,2,4,3,3,3,4,2,3,3,1,3,2,4,1,2,1,2,4,5,5,5,1,1,2,-2,1,1,2,健身,5.0,90.0,0.0,0.0,7.0,60.0,,2.92,2.4,2.55,2.0,3.2,2.7,2.65,450.0,0.0,420.0,3600.0,0.0,1386.0,4986.0,3
933,20,2019,光电信息科学与工程,1,1,3,3,1,3,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步篮球,3.0,180.0,7.0,120.0,7.0,60.0,360.0,2.0,1.8,2.09,2.0,2.2,2.0,2.02,540.0,840.0,420.0,4320.0,3360.0,1386.0,9066.0,3
942,18,2019,医学信息工程,1,2,3,3,2,4,3,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,3.0,40.0,2.0,30.0,7.0,30.0,500.0,2.25,2.0,2.09,2.0,2.0,2.0,2.06,120.0,60.0,210.0,960.0,240.0,693.0,1893.0,3
943,19,2021级,计算机与智能科学类,1,1,4,3,2,4,2,2,1,1,3,2,3,3,1,1,2,1,2,3,3,3,2,3,3,3,4,3,3,3,4,3,2,3,4,4,2,1,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,4,3,2,3,2,-2,1,1,1,1,1,跑步,0.0,0.0,7.0,120.0,7.0,80.0,480.0,2.92,2.3,2.55,2.78,2.9,2.6,2.68,0.0,840.0,560.0,0.0,3360.0,1848.0,5208.0,3
946,19,2019,通信工程,1,2,3,2,1,4,2,2,2,2,1,1,3,3,2,2,2,1,2,3,2,2,2,3,2,3,2,1,3,2,4,2,2,2,3,2,2,1,3,2,2,1,2,3,2,1,2,3,2,2,4,3,3,2,2,2,3,2,4,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,健身,2.0,80.0,7.0,20.0,7.0,60.0,400.0,2.17,2.4,1.82,2.56,2.8,1.8,2.24,160.0,140.0,420.0,1280.0,560.0,1386.0,3226.0,3
947,19,大二,商务英语,1,2,3,2,1,3,2,2,2,3,2,2,2,3,3,3,3,2,3,2,2,3,3,3,2,3,2,1,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,篮球 跑步 健身,4.0,40.0,5.0,30.0,6.0,30.0,420.0,2.17,2.4,2.45,2.56,2.4,2.0,2.32,160.0,150.0,180.0,1280.0,600.0,594.0,2474.0,3
949,19,大一,智能制造与机器人类,1,2,3,3,2,4,3,4,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,2,2,4,2,4,2,4,2,2,2,2,4,2,2,2,4,2,4,4,2,4,2,4,4,4,2,2,2,2,-2,2,-2,2,-2,2,跑步,0.0,0.0,0.0,0.0,0.0,,,2.58,2.4,3.09,2.67,2.6,2.4,2.63,0.0,0.0,,0.0,0.0,,,1
964,18,大一,计算机,1,2,3,3,2,4,4,2,2,2,4,4,2,3,2,2,2,3,3,4,3,3,3,4,2,3,3,3,3,3,4,2,3,3,3,3,2,3,4,4,2,2,2,2,2,4,3,3,4,2,3,4,3,4,4,2,2,2,3,3,3,3,2,3,3,4,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,3.0,30.0,7.0,60.0,450.0,3.58,2.6,2.45,3.11,2.7,2.9,2.9,0.0,90.0,420.0,0.0,360.0,1386.0,1746.0,2
966,20,2019,信息管理与信息系统,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,-2,2,-2,2,-2,2,打篮球,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.45,2.0,2.0,2.0,2.08,0.0,0.0,,0.0,0.0,,,1
969,20,19,数据科学与大数据技术,2,2,3,3,2,4,3,3,2,1,3,3,2,3,4,2,2,3,2,3,3,3,2,2,2,4,4,3,3,2,3,2,2,3,4,4,2,2,4,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,2,3,2,4,3,2,3,2,3,3,1,1,1,1,1,1,1,跑步，爬山,1.0,30.0,7.0,15.0,5.0,20.0,240.0,3.0,2.4,2.73,2.44,3.0,2.7,2.73,30.0,105.0,100.0,240.0,420.0,330.0,990.0,2
970,18,大一,设计大类,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,3,3,3,4,4,2,3,3,3,3,4,3,3,3,3,2,3,3,3,2,-2,2,-2,1,1,2,网球,0.0,0.0,0.0,0.0,7.0,40.0,,3.0,3.1,2.55,2.89,3.2,2.6,2.89,0.0,0.0,280.0,0.0,0.0,924.0,924.0,2
977,20,2019,市场营销,1,2,2,3,2,4,2,3,2,2,1,3,2,3,2,2,2,2,2,3,4,3,2,4,3,4,3,2,4,2,3,3,3,3,2,3,2,3,5,4,2,2,2,2,2,3,2,3,2,2,3,4,3,3,2,3,2,2,2,2,4,3,3,4,5,5,3,2,-2,2,-2,2,-2,1,散步,0.0,0.0,0.0,0.0,0.0,,240.0,2.58,2.6,2.73,2.89,2.9,3.0,2.77,0.0,0.0,,0.0,0.0,,,1
979,22,19,软件工程,1,2,3,3,1,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,3,1,2,3,2,3,2,3,1,1,1,1,1,1,1,羽毛球，跑步,7.0,30.0,7.0,30.0,7.0,60.0,480.0,2.33,2.2,2.18,2.22,2.3,2.0,2.21,210.0,210.0,420.0,1680.0,840.0,1386.0,3906.0,3
984,18,2021,自动化,1,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,2,2,2,2,3,4,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,120.0,360.0,2.33,2.3,2.27,2.11,2.5,2.0,2.26,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2
987,20,大三,机器人工程,1,1,3,2,1,2,2,3,1,2,3,2,1,3,2,1,2,3,3,3,3,3,2,3,1,3,2,1,2,3,2,2,2,2,1,3,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步，打羽毛球、乒乓球,1.0,60.0,3.0,30.0,7.0,60.0,180.0,2.0,2.2,2.18,2.33,2.0,2.0,2.11,60.0,90.0,420.0,480.0,360.0,1386.0,2226.0,2
