,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
301,784,20,2021,工商管理,0,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,篮球,4.0,90.0,4.0,90.0,7.0,30.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,360.0,360.0,210.0,2880.0,1440.0,693.0,5013.0,3,2
303,786,19,2021级,波兰语,0,1,2,2,2,5,2,2,2,3,2,2,2,2,3,2,2,1,3,1,2,2,2,3,2,3,2,2,2,2,4,3,2,3,3,2,2,2,3,2,1,2,2,2,1,1,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,-2,1,1,2,篮球,2.0,80.0,0.0,0.0,7.0,30.0,,2.5,2.7,2.91,2.56,3.0,3.6,2.87,160.0,0.0,210.0,1280.0,0.0,693.0,1973.0,2,2
304,790,19,2021,物流管理,0,0,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,3,3,2,2,3,2,4,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,篮球,5.0,120.0,6.0,120.0,7.0,15.0,300.0,2.67,2.6,3.0,2.56,2.8,3.1,2.79,600.0,720.0,105.0,4800.0,2880.0,346.5,8026.5,3,2
305,793,18,2021级,中国语言文化类,0,1,2,2,3,4,2,2,3,1,2,2,1,2,3,3,2,2,2,2,4,3,4,3,2,3,2,2,2,2,3,4,3,2,1,3,3,1,3,3,2,4,2,2,2,3,2,2,4,2,2,4,3,2,3,3,2,2,3,2,2,3,2,3,2,2,3,1,1,1,1,1,1,2,健身，跑步，打篮球,4.0,60.0,7.0,60.0,7.0,50.0,,2.58,2.6,2.27,2.11,2.6,2.9,2.52,240.0,420.0,350.0,1920.0,1680.0,1155.0,4755.0,3,2
306,799,18,2021级,工商管理类,0,1,4,3,3,3,3,2,1,1,5,3,2,3,2,2,2,2,2,1,2,3,3,2,2,3,3,2,1,2,2,2,3,3,1,3,2,1,4,3,2,2,1,2,2,3,2,2,3,2,3,2,3,3,2,1,2,2,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,篮球  跑步  羽毛球,4.0,40.0,7.0,60.0,7.0,60.0,300.0,2.5,3.0,2.91,3.1100000000000003,2.8,2.6,2.81,160.0,420.0,420.0,1280.0,1680.0,1386.0,4346.0,3,2
307,801,18,2021级,葡萄牙语,0,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,5.0,120.0,3.0,120.0,7.0,180.0,240.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,600.0,360.0,1260.0,4800.0,1440.0,4158.0,10398.0,3,2
308,806,18,大一,日语,0,1,2,2,3,2,1,1,1,1,2,2,2,3,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,1,4,5,1,1,2,3,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,篮球,3.0,90.0,3.0,60.0,7.0,20.0,180.0,3.08,3.3,3.64,3.0,3.3,3.4,3.29,270.0,180.0,140.0,2160.0,720.0,462.0,3342.0,3,2
309,811,19,2021级,法学,0,1,2,2,3,5,2,1,2,2,2,2,2,3,1,1,3,2,1,3,1,2,2,3,1,4,2,1,3,2,3,3,3,2,4,4,2,2,4,1,2,3,2,3,3,2,2,2,1,2,3,2,2,4,2,3,2,2,2,3,3,2,3,2,2,3,3,1,1,1,1,1,1,1,篮球，跑步,5.0,60.0,7.0,30.0,7.0,120.0,5.0,2.83,2.8,2.82,2.44,2.2,2.7,2.65,300.0,210.0,840.0,2400.0,840.0,2772.0,6012.0,3,2
311,815,19,2020,外交学,0,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,篮球,7.0,120.0,0.0,0.0,7.0,30.0,120.0,2.83,3.0,3.0,3.0,3.0,3.0,2.97,840.0,0.0,210.0,6720.0,0.0,693.0,7413.0,3,2
312,819,19,大二,西班牙语,0,1,2,2,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球,7.0,100.0,7.0,30.0,7.0,30.0,120.0,3.17,3.4,3.27,2.89,3.0,2.6,3.06,700.0,210.0,210.0,5600.0,840.0,693.0,7133.0,3,2
313,822,19,2021,俄语,0,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,篮球,3.0,60.0,6.0,60.0,7.0,120.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,180.0,360.0,840.0,1440.0,1440.0,2772.0,5652.0,3,2
316,831,19,2020,英语专业,0,1,2,2,3,2,3,2,1,2,3,2,3,3,1,2,1,1,2,2,3,3,1,4,2,2,3,1,2,3,3,3,3,2,1,2,3,3,2,3,1,1,1,1,2,2,2,1,3,3,3,4,2,3,3,1,1,1,2,1,4,2,3,3,3,4,2,1,1,1,1,1,1,1,篮球 跑步,3.0,120.0,5.0,10.0,7.0,60.0,1000.0,2.83,2.7,2.73,2.78,2.8,2.8,2.77,360.0,50.0,420.0,2880.0,200.0,1386.0,4466.0,3,2
317,835,19,2021,法语,0,0,2,2,3,4,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,打篮球,4.0,60.0,1.0,60.0,7.0,120.0,240.0,3.0,3.1,3.27,3.22,3.3,3.0,3.15,240.0,60.0,840.0,1920.0,240.0,2772.0,4932.0,3,2
318,837,18,大一,中文系,0,1,2,2,3,4,2,2,1,1,3,2,2,2,1,2,3,2,3,2,2,2,2,3,4,2,3,2,2,2,4,2,2,3,4,2,2,2,3,3,2,2,2,2,3,2,2,2,3,1,2,3,2,2,3,2,1,2,3,2,2,2,4,2,2,3,2,1,1,1,1,1,1,2,篮球或跑步,3.0,40.0,7.0,40.0,7.0,35.0,,2.25,3.1,2.91,2.56,2.9,2.5,2.69,120.0,280.0,245.0,960.0,1120.0,808.5,2888.5,3,2
319,839,19,2020,日语,0,1,2,2,3,5,3,3,1,2,2,2,2,3,1,4,4,3,3,3,5,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,2,4,4,4,4,4,3,1,1,1,1,1,1,1,篮球,3.0,30.0,7.0,1.0,7.0,60.0,360.0,1.92,2.2,1.64,1.56,2.0,1.6,1.82,90.0,7.0,420.0,720.0,28.0,1386.0,2134.0,3,3
320,840,19,大一,新传,0,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,3,1,1,5,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,篮球跑步,2.0,30.0,4.0,30.0,7.0,20.0,,3.5,3.8,3.73,3.89,2.8,3.6,3.55,60.0,120.0,140.0,480.0,480.0,462.0,1422.0,2,2
322,848,19,2020,日语,0,1,3,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,2.0,90.0,7.0,20.0,0.0,0.0,300.0,2.75,2.9,3.0,3.0,2.8,3.0,2.9,180.0,140.0,0.0,1440.0,560.0,0.0,2000.0,2,2
323,853,19,2020,法语,0,1,4,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,足球篮球滑板跑步,2.0,60.0,7.0,30.0,7.0,90.0,180.0,3.0,2.8,3.09,3.0,2.7,3.3,2.98,120.0,210.0,630.0,960.0,840.0,2079.0,3879.0,3,2
324,854,19,2021,中文,0,1,2,2,2,4,2,2,2,2,3,2,3,3,4,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,4,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,4,2,3,2,3,2,4,2,3,3,3,4,3,3,3,1,1,1,1,1,1,1,跑步,3.0,10.0,7.0,30.0,4.0,30.0,200.0,2.42,2.3,2.36,2.33,2.3,2.7,2.4,30.0,210.0,120.0,240.0,840.0,396.0,1476.0,2,3
325,855,22,2021,管理科学与工程,1,1,4,2,1,4,3,3,1,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,1,无,0.0,0.0,0.0,0.0,3.0,15.0,360.0,2.08,2.7,3.0,2.78,2.9,2.6,2.66,0.0,0.0,45.0,0.0,0.0,148.5,148.5,1,3
326,858,19,2021级,商务英语,0,1,3,2,3,4,2,1,1,2,2,3,2,3,2,2,2,2,3,4,2,3,2,4,2,5,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,4,1,2,4,2,4,3,4,3,2,2,1,2,2,1,1,1,1,1,1,2,篮球,3.0,120.0,7.0,60.0,7.0,30.0,,2.75,2.7,2.82,2.33,2.1,2.9,2.61,360.0,420.0,210.0,2880.0,1680.0,693.0,5253.0,3,2
327,859,18,大一,英语,0,1,2,3,3,4,1,3,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,足球,7.0,120.0,1.0,2.0,6.0,46.0,,3.17,3.2,3.09,3.56,3.3,3.7,3.3200000000000003,840.0,2.0,276.0,6720.0,8.0,910.8,7638.8,3,2
328,860,22,研一,工程财务与造价管理,0,0,2,2,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,40.0,360.0,2.08,2.2,2.0,2.0,2.1,2.0,2.06,0.0,0.0,280.0,0.0,0.0,924.0,924.0,2,3
329,861,18,21级,大数据管理与应用,0,0,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,篮球 跑步,3.0,40.0,5.0,40.0,4.0,60.0,60.0,2.33,2.4,2.0,2.11,2.1,2.1,2.18,120.0,200.0,240.0,960.0,800.0,792.0,2552.0,3,2
332,865,18,2021级,商务英语专业,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球,5.0,30.0,7.0,90.0,4.0,30.0,120.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,150.0,630.0,120.0,1200.0,2520.0,396.0,4116.0,3,3
333,866,19,2021级,德语,0,1,3,3,3,3,2,1,2,2,1,1,1,2,3,3,3,2,2,1,2,1,4,1,1,3,1,1,1,1,2,2,3,3,1,2,2,1,4,3,2,1,1,3,2,1,3,3,2,1,1,2,3,2,2,3,2,1,3,3,1,2,3,1,1,1,3,1,1,1,1,1,1,1,健身,4.0,120.0,7.0,90.0,7.0,30.0,420.0,3.17,3.2,3.09,2.78,2.4,3.6,3.05,480.0,630.0,210.0,3840.0,2520.0,693.0,7053.0,3,2
334,872,20,2021级,学前教育,0,0,1,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,篮球,3.0,60.0,2.0,60.0,2.0,60.0,60.0,3.75,3.8,4.0,4.0,4.0,4.0,3.92,180.0,120.0,120.0,1440.0,480.0,396.0,2316.0,3,2
335,883,18,2021级,广播电视编导,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,20.0,7.0,30.0,120.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,140.0,210.0,720.0,560.0,693.0,1973.0,3,2
336,884,20,2019,网络空间安全,0,0,2,2,2,4,2,3,2,3,4,3,3,2,2,3,2,2,3,3,4,2,2,3,2,2,3,2,3,3,4,2,2,4,3,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,-2,1,1,1,1,2,跑步,0.0,0.0,7.0,20.0,7.0,60.0,,1.92,2.2,2.27,2.22,2.2,2.4,2.19,0.0,140.0,420.0,0.0,560.0,1386.0,1946.0,2,3
337,885,19,2020,通信工程,0,0,2,2,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,25.0,7.0,60.0,60.0,2.0,2.2,2.0,2.0,2.0,2.0,2.03,90.0,175.0,420.0,720.0,700.0,1386.0,2806.0,3,2
339,890,18,大一,机械类,0,1,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,1.0,60.0,2.0,10.0,7.0,20.0,20.0,3.08,3.1,3.27,3.1100000000000003,3.0,3.1,3.1100000000000003,60.0,20.0,140.0,480.0,80.0,462.0,1022.0,2,2
340,897,21,2019,通信工程,0,1,3,2,3,4,1,2,1,1,2,2,1,1,1,1,1,2,2,2,3,4,1,1,1,2,2,2,1,1,2,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,2,3,1,1,1,2,3,2,2,3,1,1,1,1,2,-2,2,网球,2.0,60.0,5.0,20.0,0.0,0.0,,2.83,3.0,2.73,3.22,2.6,2.7,2.84,120.0,100.0,0.0,960.0,400.0,0.0,1360.0,2,2
341,900,20,2019,微电子科学与工程,1,0,2,3,2,3,2,2,1,1,2,2,2,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,3,1,1,1,1,1,1,1,有氧操,2.0,20.0,1.0,20.0,7.0,20.0,260.0,2.83,3.2,2.45,2.89,2.6,2.7,2.77,40.0,20.0,140.0,320.0,80.0,462.0,862.0,2,2
343,906,20,2019,动画,0,0,2,2,2,5,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,4,2,5,3,3,3,2,3,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,3.0,40.0,300.0,2.5,3.2,3.09,2.78,2.3,2.9,2.79,0.0,0.0,120.0,0.0,0.0,396.0,396.0,1,3
344,907,19,2020,邮政工程,0,0,2,1,2,4,2,2,1,1,1,1,2,4,2,1,1,1,1,4,4,2,2,2,4,4,4,1,4,4,4,4,2,4,4,4,1,2,5,2,4,4,4,4,4,2,2,4,2,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,-2,1,1,1,1,1,散步,0.0,0.0,5.0,30.0,7.0,60.0,720.0,2.67,2.1,2.45,2.11,1.9,2.1,2.24,0.0,150.0,420.0,0.0,600.0,1386.0,1986.0,2,3
345,909,20,2019,通信工程,0,0,1,2,2,4,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,5.0,30.0,7.0,40.0,200.0,2.83,2.7,2.82,3.0,3.0,3.0,2.89,0.0,150.0,280.0,0.0,600.0,924.0,1524.0,2,3
346,918,18,大二,计算机科学与技术,0,0,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,1,3,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,增肌,5.0,25.0,5.0,30.0,7.0,40.0,60.0,2.75,2.6,2.91,2.89,2.5,2.9,2.76,125.0,150.0,280.0,1000.0,600.0,924.0,2524.0,3,2
347,924,19,2021,自动化,0,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,3,3,2,3,2,2,2,2,4,2,2,2,2,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,1,1,1,1,2,-2,1,跑步,2.0,30.0,7.0,20.0,0.0,0.0,720.0,2.75,2.8,2.91,2.78,2.2,2.7,2.69,60.0,140.0,0.0,480.0,560.0,0.0,1040.0,2,2
348,925,20,2019级,软件工程,0,0,2,2,3,4,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,足球 跑步 篮球,2.0,80.0,2.0,20.0,7.0,30.0,180.0,2.17,2.2,2.0,2.0,2.0,2.2,2.1,160.0,40.0,210.0,1280.0,160.0,693.0,2133.0,2,2
349,928,19,2019,工程管理,0,1,2,2,3,3,1,2,1,2,1,2,3,2,1,1,3,2,2,2,3,3,1,3,1,3,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,3,3,3,3,3,3,1,1,3,3,3,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,60.0,200.0,2.83,2.9,2.45,2.56,2.3,2.3,2.56,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
350,929,22,2019,动画,0,1,2,2,2,4,3,2,2,4,1,3,4,2,2,2,1,2,2,2,3,4,1,4,1,3,4,4,1,2,3,3,2,3,4,4,1,2,4,3,2,1,1,3,1,2,2,4,3,3,3,4,2,3,3,1,3,2,4,1,2,1,2,4,5,5,5,1,1,2,-2,1,1,2,健身,5.0,90.0,0.0,0.0,7.0,60.0,,2.08,2.6,2.45,3.0,1.7999999999999998,2.3,2.35,450.0,0.0,420.0,3600.0,0.0,1386.0,4986.0,3,2
351,933,20,2019,光电信息科学与工程,0,0,2,2,3,3,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步篮球,3.0,180.0,7.0,120.0,7.0,60.0,360.0,3.0,3.2,2.91,3.0,2.8,3.0,2.98,540.0,840.0,420.0,4320.0,3360.0,1386.0,9066.0,3,2
352,942,18,2019,医学信息工程,0,1,2,2,2,4,3,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,3.0,40.0,2.0,30.0,7.0,30.0,500.0,2.75,3.0,2.91,3.0,3.0,3.0,2.94,120.0,60.0,210.0,960.0,240.0,693.0,1893.0,3,2
353,943,19,2021级,计算机与智能科学类,0,0,1,2,2,4,2,2,1,1,3,2,3,3,1,1,2,1,2,3,3,3,2,3,3,3,4,3,3,3,4,3,2,3,4,4,2,1,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,4,3,2,3,2,-2,1,1,1,1,1,跑步,0.0,0.0,7.0,120.0,7.0,80.0,480.0,2.08,2.7,2.45,2.22,2.1,2.4,2.32,0.0,840.0,560.0,0.0,3360.0,1848.0,5208.0,3,3
354,946,19,2019,通信工程,0,1,2,3,3,4,2,2,2,2,1,1,3,3,2,2,2,1,2,3,2,2,2,3,2,3,2,1,3,2,4,2,2,2,3,2,2,1,3,2,2,1,2,3,2,1,2,3,2,2,4,3,3,2,2,2,3,2,4,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,健身,2.0,80.0,7.0,20.0,7.0,60.0,400.0,2.83,2.6,3.18,2.44,2.2,3.2,2.76,160.0,140.0,420.0,1280.0,560.0,1386.0,3226.0,3,2
355,947,19,大二,商务英语,0,1,2,3,3,3,2,2,2,3,2,2,2,3,3,3,3,2,3,2,2,3,3,3,2,3,2,1,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,篮球 跑步 健身,4.0,40.0,5.0,30.0,6.0,30.0,420.0,2.83,2.6,2.55,2.44,2.6,3.0,2.68,160.0,150.0,180.0,1280.0,600.0,594.0,2474.0,3,2
357,964,18,大一,计算机,0,1,2,2,2,4,4,2,2,2,4,4,2,3,2,2,2,3,3,4,3,3,3,4,2,3,3,3,3,3,4,2,3,3,3,3,2,3,4,4,2,2,2,2,2,4,3,3,4,2,3,4,3,4,4,2,2,2,3,3,3,3,2,3,3,4,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,3.0,30.0,7.0,60.0,450.0,1.42,2.4,2.55,1.89,2.3,2.1,2.1,0.0,90.0,420.0,0.0,360.0,1386.0,1746.0,2,3
359,969,20,19,数据科学与大数据技术,1,1,2,2,2,4,3,3,2,1,3,3,2,3,4,2,2,3,2,3,3,3,2,2,2,4,4,3,3,2,3,2,2,3,4,4,2,2,4,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,2,3,2,4,3,2,3,2,3,3,1,1,1,1,1,1,1,跑步，爬山,1.0,30.0,7.0,15.0,5.0,20.0,240.0,2.0,2.6,2.27,2.56,2.0,2.3,2.27,30.0,105.0,100.0,240.0,420.0,330.0,990.0,2,2
360,970,18,大一,设计大类,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,3,3,3,4,4,2,3,3,3,3,4,3,3,3,3,2,3,3,3,2,-2,2,-2,1,1,2,网球,0.0,0.0,0.0,0.0,7.0,40.0,,2.0,1.9,2.45,2.11,1.7999999999999998,2.4,2.11,0.0,0.0,280.0,0.0,0.0,924.0,924.0,2,3
362,979,22,19,软件工程,0,1,2,2,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,3,1,2,3,2,3,2,3,1,1,1,1,1,1,1,羽毛球，跑步,7.0,30.0,7.0,30.0,7.0,60.0,480.0,2.67,2.8,2.82,2.78,2.7,3.0,2.79,210.0,210.0,420.0,1680.0,840.0,1386.0,3906.0,3,2
363,984,18,2021,自动化,0,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,2,2,2,2,3,4,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,120.0,360.0,2.67,2.7,2.73,2.89,2.5,3.0,2.74,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2,3
364,987,20,大三,机器人工程,0,0,2,3,3,2,2,3,1,2,3,2,1,3,2,1,2,3,3,3,3,3,2,3,1,3,2,1,2,3,2,2,2,2,1,3,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步，打羽毛球、乒乓球,1.0,60.0,3.0,30.0,7.0,60.0,180.0,3.0,2.8,2.82,2.67,3.0,3.0,2.89,60.0,90.0,420.0,480.0,360.0,1386.0,2226.0,2,3
